"Notes"	"State"	"State Code"	"Year"	"Year Code"	"MCD - Drug/Alcohol Induced"	"MCD - Drug/Alcohol Induced Code"	Deaths	Population	Crude Rate
	"North Carolina"	"37"	"2005"	"2005"	"Drug-induced causes"	"D"	3115	8705407	35.8
	"North Carolina"	"37"	"2005"	"2005"	"Alcohol-induced causes"	"A"	1637	8705407	18.8
	"North Carolina"	"37"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	74496	8705407	855.7
"Total"	"North Carolina"	"37"	"2005"	"2005"			79248	8705407	910.3
	"North Carolina"	"37"	"2006"	"2006"	"Drug-induced causes"	"D"	3201	8917270	35.9
	"North Carolina"	"37"	"2006"	"2006"	"Alcohol-induced causes"	"A"	1568	8917270	17.6
	"North Carolina"	"37"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	74599	8917270	836.6
"Total"	"North Carolina"	"37"	"2006"	"2006"			79368	8917270	890.0
	"North Carolina"	"37"	"2007"	"2007"	"Drug-induced causes"	"D"	3334	9118037	36.6
	"North Carolina"	"37"	"2007"	"2007"	"Alcohol-induced causes"	"A"	1681	9118037	18.4
	"North Carolina"	"37"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	75858	9118037	832.0
"Total"	"North Carolina"	"37"	"2007"	"2007"			80873	9118037	887.0
	"North Carolina"	"37"	"2008"	"2008"	"Drug-induced causes"	"D"	3456	9309449	37.1
	"North Carolina"	"37"	"2008"	"2008"	"Alcohol-induced causes"	"A"	1734	9309449	18.6
	"North Carolina"	"37"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	77129	9309449	828.5
"Total"	"North Carolina"	"37"	"2008"	"2008"			82319	9309449	884.3
	"North Carolina"	"37"	"2009"	"2009"	"Drug-induced causes"	"D"	3443	9449566	36.4
	"North Carolina"	"37"	"2009"	"2009"	"Alcohol-induced causes"	"A"	1732	9449566	18.3
	"North Carolina"	"37"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	76936	9449566	814.2
"Total"	"North Carolina"	"37"	"2009"	"2009"			82111	9449566	868.9
	"North Carolina"	"37"	"2010"	"2010"	"Drug-induced causes"	"D"	3371	9535483	35.4
	"North Carolina"	"37"	"2010"	"2010"	"Alcohol-induced causes"	"A"	1649	9535483	17.3
	"North Carolina"	"37"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	78609	9535483	824.4
"Total"	"North Carolina"	"37"	"2010"	"2010"			83629	9535483	877.0
	"North Carolina"	"37"	"2011"	"2011"	"Drug-induced causes"	"D"	3429	9656401	35.5
	"North Carolina"	"37"	"2011"	"2011"	"Alcohol-induced causes"	"A"	1762	9656401	18.2
	"North Carolina"	"37"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	79679	9656401	825.1
"Total"	"North Carolina"	"37"	"2011"	"2011"			84870	9656401	878.9
	"North Carolina"	"37"	"2012"	"2012"	"Drug-induced causes"	"D"	3637	9752073	37.3
	"North Carolina"	"37"	"2012"	"2012"	"Alcohol-induced causes"	"A"	1794	9752073	18.4
	"North Carolina"	"37"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	81727	9752073	838.0
"Total"	"North Carolina"	"37"	"2012"	"2012"			87158	9752073	893.7
	"North Carolina"	"37"	"2013"	"2013"	"Drug-induced causes"	"D"	3753	9848060	38.1
	"North Carolina"	"37"	"2013"	"2013"	"Alcohol-induced causes"	"A"	2045	9848060	20.8
	"North Carolina"	"37"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	83118	9848060	844.0
"Total"	"North Carolina"	"37"	"2013"	"2013"			88916	9848060	902.9
	"North Carolina"	"37"	"2014"	"2014"	"Drug-induced causes"	"D"	12981	9943964	130.5
	"North Carolina"	"37"	"2014"	"2014"	"Alcohol-induced causes"	"A"	1878	9943964	18.9
	"North Carolina"	"37"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	85092	9943964	855.7
"Total"	"North Carolina"	"37"	"2014"	"2014"			99951	9943964	1005.1
	"North Carolina"	"37"	"2015"	"2015"	"Drug-induced causes"	"D"	13343	10042802	132.9
	"North Carolina"	"37"	"2015"	"2015"	"Alcohol-induced causes"	"A"	1959	10042802	19.5
	"North Carolina"	"37"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	88873	10042802	884.9
"Total"	"North Carolina"	"37"	"2015"	"2015"			104175	10042802	1037.3
	"North Carolina"	"37"	"2016"	"2016"	"Drug-induced causes"	"D"	14167	10146788	139.6
	"North Carolina"	"37"	"2016"	"2016"	"Alcohol-induced causes"	"A"	2014	10146788	19.8
	"North Carolina"	"37"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	90193	10146788	888.9
"Total"	"North Carolina"	"37"	"2016"	"2016"			106374	10146788	1048.4
	"North Carolina"	"37"	"2017"	"2017"	"Drug-induced causes"	"D"	15042	10273419	146.4
	"North Carolina"	"37"	"2017"	"2017"	"Alcohol-induced causes"	"A"	2194	10273419	21.4
	"North Carolina"	"37"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	92809	10273419	903.4
"Total"	"North Carolina"	"37"	"2017"	"2017"			110045	10273419	1071.2
	"North Carolina"	"37"	"2018"	"2018"	"Drug-induced causes"	"D"	15657	10383620	150.8
	"North Carolina"	"37"	"2018"	"2018"	"Alcohol-induced causes"	"A"	2285	10383620	22.0
	"North Carolina"	"37"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	93573	10383620	901.2
"Total"	"North Carolina"	"37"	"2018"	"2018"			111515	10383620	1074.0
"Total"	"North Carolina"	"37"					1732910	184592989	938.8
	"North Dakota"	"38"	"1999"	"1999"	"Drug-induced causes"	"D"	650	644259	100.9
	"North Dakota"	"38"	"1999"	"1999"	"Alcohol-induced causes"	"A"	105	644259	16.3
	"North Dakota"	"38"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	6099	644259	946.7
"Total"	"North Dakota"	"38"	"1999"	"1999"			6854	644259	1063.9
	"North Dakota"	"38"	"2000"	"2000"	"Drug-induced causes"	"D"	793	642200	123.5
	"North Dakota"	"38"	"2000"	"2000"	"Alcohol-induced causes"	"A"	87	642200	13.5
	"North Dakota"	"38"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	5854	642200	911.6
"Total"	"North Dakota"	"38"	"2000"	"2000"			6734	642200	1048.6
	"North Dakota"	"38"	"2001"	"2001"	"Drug-induced causes"	"D"	823	639062	128.8
	"North Dakota"	"38"	"2001"	"2001"	"Alcohol-induced causes"	"A"	120	639062	18.8
	"North Dakota"	"38"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	6044	639062	945.8
"Total"	"North Dakota"	"38"	"2001"	"2001"			6987	639062	1093.3
	"North Dakota"	"38"	"2002"	"2002"	"Drug-induced causes"	"D"	903	638168	141.5
	"North Dakota"	"38"	"2002"	"2002"	"Alcohol-induced causes"	"A"	123	638168	19.3
	"North Dakota"	"38"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	5884	638168	922.0
"Total"	"North Dakota"	"38"	"2002"	"2002"			6910	638168	1082.8
	"North Dakota"	"38"	"2003"	"2003"	"Drug-induced causes"	"D"	1014	638817	158.7
	"North Dakota"	"38"	"2003"	"2003"	"Alcohol-induced causes"	"A"	135	638817	21.1
	"North Dakota"	"38"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	6080	638817	951.8
"Total"	"North Dakota"	"38"	"2003"	"2003"			7229	638817	1131.6
	"North Dakota"	"38"	"2004"	"2004"	"Drug-induced causes"	"D"	958	644705	148.6
	"North Dakota"	"38"	"2004"	"2004"	"Alcohol-induced causes"	"A"	122	644705	18.9
	"North Dakota"	"38"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	5596	644705	868.0
"Total"	"North Dakota"	"38"	"2004"	"2004"			6676	644705	1035.5
	"North Dakota"	"38"	"2005"	"2005"	"Drug-induced causes"	"D"	951	646089	147.2
	"North Dakota"	"38"	"2005"	"2005"	"Alcohol-induced causes"	"A"	131	646089	20.3
	"North Dakota"	"38"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	5735	646089	887.6
"Total"	"North Dakota"	"38"	"2005"	"2005"			6817	646089	1055.1
	"North Dakota"	"38"	"2006"	"2006"	"Drug-induced causes"	"D"	1001	649422	154.1
	"North Dakota"	"38"	"2006"	"2006"	"Alcohol-induced causes"	"A"	140	649422	21.6
	"North Dakota"	"38"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	5861	649422	902.5
"Total"	"North Dakota"	"38"	"2006"	"2006"			7002	649422	1078.2
	"North Dakota"	"38"	"2007"	"2007"	"Drug-induced causes"	"D"	886	652822	135.7
	"North Dakota"	"38"	"2007"	"2007"	"Alcohol-induced causes"	"A"	110	652822	16.8
	"North Dakota"	"38"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	5548	652822	849.8
"Total"	"North Dakota"	"38"	"2007"	"2007"			6544	652822	1002.4
	"North Dakota"	"38"	"2008"	"2008"	"Drug-induced causes"	"D"	1200	657569	182.5
	"North Dakota"	"38"	"2008"	"2008"	"Alcohol-induced causes"	"A"	147	657569	22.4
	"North Dakota"	"38"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	5861	657569	891.3
"Total"	"North Dakota"	"38"	"2008"	"2008"			7208	657569	1096.2
	"North Dakota"	"38"	"2009"	"2009"	"Drug-induced causes"	"D"	1174	664968	176.5
	"North Dakota"	"38"	"2009"	"2009"	"Alcohol-induced causes"	"A"	160	664968	24.1
	"North Dakota"	"38"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	5903	664968	887.7
"Total"	"North Dakota"	"38"	"2009"	"2009"			7237	664968	1088.3
	"North Dakota"	"38"	"2010"	"2010"	"Drug-induced causes"	"D"	1103	672591	164.0
	"North Dakota"	"38"	"2010"	"2010"	"Alcohol-induced causes"	"A"	169	672591	25.1
	"North Dakota"	"38"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	5930	672591	881.7
"Total"	"North Dakota"	"38"	"2010"	"2010"			7202	672591	1070.8
	"North Dakota"	"38"	"2011"	"2011"	"Drug-induced causes"	"D"	1132	683932	165.5
	"North Dakota"	"38"	"2011"	"2011"	"Alcohol-induced causes"	"A"	176	683932	25.7
	"North Dakota"	"38"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	5940	683932	868.5
"Total"	"North Dakota"	"38"	"2011"	"2011"			7248	683932	1059.8
	"North Dakota"	"38"	"2012"	"2012"	"Drug-induced causes"	"D"	1118	699628	159.8
	"North Dakota"	"38"	"2012"	"2012"	"Alcohol-induced causes"	"A"	176	699628	25.2
	"North Dakota"	"38"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	6009	699628	858.9
"Total"	"North Dakota"	"38"	"2012"	"2012"			7303	699628	1043.8
	"North Dakota"	"38"	"2013"	"2013"	"Drug-induced causes"	"D"	1190	723393	164.5
	"North Dakota"	"38"	"2013"	"2013"	"Alcohol-induced causes"	"A"	192	723393	26.5
	"North Dakota"	"38"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	6211	723393	858.6
"Total"	"North Dakota"	"38"	"2013"	"2013"			7593	723393	1049.6
	"North Dakota"	"38"	"2014"	"2014"	"Drug-induced causes"	"D"	1150	739482	155.5
	"North Dakota"	"38"	"2014"	"2014"	"Alcohol-induced causes"	"A"	193	739482	26.1
	"North Dakota"	"38"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	6163	739482	833.4
"Total"	"North Dakota"	"38"	"2014"	"2014"			7506	739482	1015.0
	"North Dakota"	"38"	"2015"	"2015"	"Drug-induced causes"	"D"	1228	756927	162.2
	"North Dakota"	"38"	"2015"	"2015"	"Alcohol-induced causes"	"A"	203	756927	26.8
	"North Dakota"	"38"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	6198	756927	818.8
"Total"	"North Dakota"	"38"	"2015"	"2015"			7629	756927	1007.9
	"North Dakota"	"38"	"2016"	"2016"	"Drug-induced causes"	"D"	1240	757952	163.6
	"North Dakota"	"38"	"2016"	"2016"	"Alcohol-induced causes"	"A"	243	757952	32.1
	"North Dakota"	"38"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	6221	757952	820.8
"Total"	"North Dakota"	"38"	"2016"	"2016"			7704	757952	1016.4
	"North Dakota"	"38"	"2017"	"2017"	"Drug-induced causes"	"D"	1298	755393	171.8
	"North Dakota"	"38"	"2017"	"2017"	"Alcohol-induced causes"	"A"	246	755393	32.6
	"North Dakota"	"38"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	6397	755393	846.8
"Total"	"North Dakota"	"38"	"2017"	"2017"			7941	755393	1051.2
	"North Dakota"	"38"	"2018"	"2018"	"Drug-induced causes"	"D"	1227	760077	161.4
	"North Dakota"	"38"	"2018"	"2018"	"Alcohol-induced causes"	"A"	257	760077	33.8
	"North Dakota"	"38"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	6417	760077	844.3
"Total"	"North Dakota"	"38"	"2018"	"2018"			7901	760077	1039.5
"Total"	"North Dakota"	"38"					144225	13667456	1055.2
	"Ohio"	"39"	"1999"	"1999"	"Drug-induced causes"	"D"	1396	11335454	12.3
	"Ohio"	"39"	"1999"	"1999"	"Alcohol-induced causes"	"A"	1171	11335454	10.3
	"Ohio"	"39"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	108417	11335454	956.4
"Total"	"Ohio"	"39"	"1999"	"1999"			110984	11335454	979.1
	"Ohio"	"39"	"2000"	"2000"	"Drug-induced causes"	"D"	1739	11353140	15.3
	"Ohio"	"39"	"2000"	"2000"	"Alcohol-induced causes"	"A"	1302	11353140	11.5
	"Ohio"	"39"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	108043	11353140	951.7
"Total"	"Ohio"	"39"	"2000"	"2000"			111084	11353140	978.4
	"Ohio"	"39"	"2001"	"2001"	"Drug-induced causes"	"D"	1915	11387404	16.8
	"Ohio"	"39"	"2001"	"2001"	"Alcohol-induced causes"	"A"	1389	11387404	12.2
	"Ohio"	"39"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	107934	11387404	947.8
"Total"	"Ohio"	"39"	"2001"	"2001"			111238	11387404	976.9
	"Ohio"	"39"	"2002"	"2002"	"Drug-induced causes"	"D"	2115	11407889	18.5
	"Ohio"	"39"	"2002"	"2002"	"Alcohol-induced causes"	"A"	1363	11407889	11.9
	"Ohio"	"39"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	109660	11407889	961.3
"Total"	"Ohio"	"39"	"2002"	"2002"			113138	11407889	991.8
	"Ohio"	"39"	"2003"	"2003"	"Drug-induced causes"	"D"	2132	11434788	18.6
	"Ohio"	"39"	"2003"	"2003"	"Alcohol-induced causes"	"A"	1313	11434788	11.5
	"Ohio"	"39"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	109004	11434788	953.3
"Total"	"Ohio"	"39"	"2003"	"2003"			112449	11434788	983.4
	"Ohio"	"39"	"2004"	"2004"	"Drug-induced causes"	"D"	2764	11452251	24.1
	"Ohio"	"39"	"2004"	"2004"	"Alcohol-induced causes"	"A"	1456	11452251	12.7
	"Ohio"	"39"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	106151	11452251	926.9
"Total"	"Ohio"	"39"	"2004"	"2004"			110371	11452251	963.7
	"Ohio"	"39"	"2005"	"2005"	"Drug-induced causes"	"D"	3033	11463320	26.5
	"Ohio"	"39"	"2005"	"2005"	"Alcohol-induced causes"	"A"	1629	11463320	14.2
	"Ohio"	"39"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	108853	11463320	949.6
"Total"	"Ohio"	"39"	"2005"	"2005"			113515	11463320	990.2
	"Ohio"	"39"	"2006"	"2006"	"Drug-induced causes"	"D"	3208	11481213	27.9
	"Ohio"	"39"	"2006"	"2006"	"Alcohol-induced causes"	"A"	1625	11481213	14.2
	"Ohio"	"39"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	106686	11481213	929.2
"Total"	"Ohio"	"39"	"2006"	"2006"			111519	11481213	971.3
	"Ohio"	"39"	"2007"	"2007"	"Drug-induced causes"	"D"	16901	11500468	147.0
	"Ohio"	"39"	"2007"	"2007"	"Alcohol-induced causes"	"A"	1722	11500468	15.0
	"Ohio"	"39"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	106310	11500468	924.4
"Total"	"Ohio"	"39"	"2007"	"2007"			124933	11500468	1086.3
	"Ohio"	"39"	"2008"	"2008"	"Drug-induced causes"	"D"	18550	11515391	161.1
	"Ohio"	"39"	"2008"	"2008"	"Alcohol-induced causes"	"A"	1972	11515391	17.1
	"Ohio"	"39"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	109564	11515391	951.5
"Total"	"Ohio"	"39"	"2008"	"2008"			130086	11515391	1129.7
	"Ohio"	"39"	"2009"	"2009"	"Drug-induced causes"	"D"	17296	11528896	150.0
	"Ohio"	"39"	"2009"	"2009"	"Alcohol-induced causes"	"A"	1705	11528896	14.8
	"Ohio"	"39"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	106955	11528896	927.7
"Total"	"Ohio"	"39"	"2009"	"2009"			125956	11528896	1092.5
	"Ohio"	"39"	"2010"	"2010"	"Drug-induced causes"	"D"	17997	11536504	156.0
	"Ohio"	"39"	"2010"	"2010"	"Alcohol-induced causes"	"A"	2009	11536504	17.4
	"Ohio"	"39"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	108498	11536504	940.5
"Total"	"Ohio"	"39"	"2010"	"2010"			128504	11536504	1113.9
	"Ohio"	"39"	"2011"	"2011"	"Drug-induced causes"	"D"	18384	11544951	159.2
	"Ohio"	"39"	"2011"	"2011"	"Alcohol-induced causes"	"A"	2005	11544951	17.4
	"Ohio"	"39"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	111217	11544951	963.3
"Total"	"Ohio"	"39"	"2011"	"2011"			131606	11544951	1139.9
	"Ohio"	"39"	"2012"	"2012"	"Drug-induced causes"	"D"	18890	11544225	163.6
	"Ohio"	"39"	"2012"	"2012"	"Alcohol-induced causes"	"A"	2058	11544225	17.8
	"Ohio"	"39"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	112281	11544225	972.6
"Total"	"Ohio"	"39"	"2012"	"2012"			133229	11544225	1154.1
	"Ohio"	"39"	"2013"	"2013"	"Drug-induced causes"	"D"	19215	11570808	166.1
	"Ohio"	"39"	"2013"	"2013"	"Alcohol-induced causes"	"A"	2191	11570808	18.9
	"Ohio"	"39"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	113013	11570808	976.7
"Total"	"Ohio"	"39"	"2013"	"2013"			134419	11570808	1161.7
	"Ohio"	"39"	"2014"	"2014"	"Drug-induced causes"	"D"	19633	11594163	169.3
	"Ohio"	"39"	"2014"	"2014"	"Alcohol-induced causes"	"A"	2351	11594163	20.3
	"Ohio"	"39"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	114284	11594163	985.7
"Total"	"Ohio"	"39"	"2014"	"2014"			136268	11594163	1175.3
	"Ohio"	"39"	"2015"	"2015"	"Drug-induced causes"	"D"	21135	11613423	182.0
	"Ohio"	"39"	"2015"	"2015"	"Alcohol-induced causes"	"A"	2447	11613423	21.1
	"Ohio"	"39"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	117892	11613423	1015.1
"Total"	"Ohio"	"39"	"2015"	"2015"			141474	11613423	1218.2
	"Ohio"	"39"	"2016"	"2016"	"Drug-induced causes"	"D"	21907	11614373	188.6
	"Ohio"	"39"	"2016"	"2016"	"Alcohol-induced causes"	"A"	2729	11614373	23.5
	"Ohio"	"39"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	119244	11614373	1026.7
"Total"	"Ohio"	"39"	"2016"	"2016"			143880	11614373	1238.8
	"Ohio"	"39"	"2017"	"2017"	"Drug-induced causes"	"D"	23004	11658609	197.3
	"Ohio"	"39"	"2017"	"2017"	"Alcohol-induced causes"	"A"	2993	11658609	25.7
	"Ohio"	"39"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	123276	11658609	1057.4
"Total"	"Ohio"	"39"	"2017"	"2017"			149273	11658609	1280.4
	"Ohio"	"39"	"2018"	"2018"	"Drug-induced causes"	"D"	22347	11689442	191.2
	"Ohio"	"39"	"2018"	"2018"	"Alcohol-induced causes"	"A"	2774	11689442	23.7
	"Ohio"	"39"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	123876	11689442	1059.7
"Total"	"Ohio"	"39"	"2018"	"2018"			148997	11689442	1274.6
"Total"	"Ohio"	"39"					2522923	230226712	1095.8
	"Oklahoma"	"40"	"1999"	"1999"	"Drug-induced causes"	"D"	325	3437147	9.5
	"Oklahoma"	"40"	"1999"	"1999"	"Alcohol-induced causes"	"A"	492	3437147	14.3
	"Oklahoma"	"40"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	34641	3437147	1007.8
"Total"	"Oklahoma"	"40"	"1999"	"1999"			35458	3437147	1031.6
	"Oklahoma"	"40"	"2000"	"2000"	"Drug-induced causes"	"D"	496	3450654	14.4
	"Oklahoma"	"40"	"2000"	"2000"	"Alcohol-induced causes"	"A"	821	3450654	23.8
	"Oklahoma"	"40"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	35047	3450654	1015.7
"Total"	"Oklahoma"	"40"	"2000"	"2000"			36364	3450654	1053.8
	"Oklahoma"	"40"	"2001"	"2001"	"Drug-induced causes"	"D"	547	3467100	15.8
	"Oklahoma"	"40"	"2001"	"2001"	"Alcohol-induced causes"	"A"	414	3467100	11.9
	"Oklahoma"	"40"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	34630	3467100	998.8
"Total"	"Oklahoma"	"40"	"2001"	"2001"			35591	3467100	1026.5
	"Oklahoma"	"40"	"2002"	"2002"	"Drug-induced causes"	"D"	532	3489080	15.2
	"Oklahoma"	"40"	"2002"	"2002"	"Alcohol-induced causes"	"A"	462	3489080	13.2
	"Oklahoma"	"40"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	35443	3489080	1015.8
"Total"	"Oklahoma"	"40"	"2002"	"2002"			36437	3489080	1044.3
	"Oklahoma"	"40"	"2003"	"2003"	"Drug-induced causes"	"D"	816	3504892	23.3
	"Oklahoma"	"40"	"2003"	"2003"	"Alcohol-induced causes"	"A"	491	3504892	14.0
	"Oklahoma"	"40"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	35675	3504892	1017.9
"Total"	"Oklahoma"	"40"	"2003"	"2003"			36982	3504892	1055.2
	"Oklahoma"	"40"	"2004"	"2004"	"Drug-induced causes"	"D"	4873	3525233	138.2
	"Oklahoma"	"40"	"2004"	"2004"	"Alcohol-induced causes"	"A"	591	3525233	16.8
	"Oklahoma"	"40"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	34412	3525233	976.2
"Total"	"Oklahoma"	"40"	"2004"	"2004"			39876	3525233	1131.2
	"Oklahoma"	"40"	"2005"	"2005"	"Drug-induced causes"	"D"	5687	3548597	160.3
	"Oklahoma"	"40"	"2005"	"2005"	"Alcohol-induced causes"	"A"	720	3548597	20.3
	"Oklahoma"	"40"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	36095	3548597	1017.2
"Total"	"Oklahoma"	"40"	"2005"	"2005"			42502	3548597	1197.7
	"Oklahoma"	"40"	"2006"	"2006"	"Drug-induced causes"	"D"	5609	3594090	156.1
	"Oklahoma"	"40"	"2006"	"2006"	"Alcohol-induced causes"	"A"	728	3594090	20.3
	"Oklahoma"	"40"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	35359	3594090	983.8
"Total"	"Oklahoma"	"40"	"2006"	"2006"			41696	3594090	1160.1
	"Oklahoma"	"40"	"2007"	"2007"	"Drug-induced causes"	"D"	6097	3634349	167.8
	"Oklahoma"	"40"	"2007"	"2007"	"Alcohol-induced causes"	"A"	816	3634349	22.5
	"Oklahoma"	"40"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	35874	3634349	987.1
"Total"	"Oklahoma"	"40"	"2007"	"2007"			42787	3634349	1177.3
	"Oklahoma"	"40"	"2008"	"2008"	"Drug-induced causes"	"D"	5444	3668976	148.4
	"Oklahoma"	"40"	"2008"	"2008"	"Alcohol-induced causes"	"A"	879	3668976	24.0
	"Oklahoma"	"40"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	36849	3668976	1004.3
"Total"	"Oklahoma"	"40"	"2008"	"2008"			43172	3668976	1176.7
	"Oklahoma"	"40"	"2009"	"2009"	"Drug-induced causes"	"D"	5291	3717572	142.3
	"Oklahoma"	"40"	"2009"	"2009"	"Alcohol-induced causes"	"A"	789	3717572	21.2
	"Oklahoma"	"40"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	35471	3717572	954.1
"Total"	"Oklahoma"	"40"	"2009"	"2009"			41551	3717572	1117.7
	"Oklahoma"	"40"	"2010"	"2010"	"Drug-induced causes"	"D"	5451	3751351	145.3
	"Oklahoma"	"40"	"2010"	"2010"	"Alcohol-induced causes"	"A"	854	3751351	22.8
	"Oklahoma"	"40"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	36358	3751351	969.2
"Total"	"Oklahoma"	"40"	"2010"	"2010"			42663	3751351	1137.3
	"Oklahoma"	"40"	"2011"	"2011"	"Drug-induced causes"	"D"	5943	3791508	156.7
	"Oklahoma"	"40"	"2011"	"2011"	"Alcohol-induced causes"	"A"	893	3791508	23.6
	"Oklahoma"	"40"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	37009	3791508	976.1
"Total"	"Oklahoma"	"40"	"2011"	"2011"			43845	3791508	1156.4
	"Oklahoma"	"40"	"2012"	"2012"	"Drug-induced causes"	"D"	5545	3814820	145.4
